Date,SalesRep,Product,Units,Price,Total Sales,City,Region,Day
18/12/2014,Edwin  Malone,Nestle Aero Mint Potz,13,302,3926,Kolkata,East,Thursday
18/12/2014,Isabel  Cross,Nestle Smarties Pop-Up,3,156,468,Ranchi,East,Thursday
18/12/2014,Lynette  Brewer,Nestle Fab,3,228,684,Varanasi,North,Thursday
19/12/2014,Robert  Munoz,Nestle Rolo Potz,19,167,3173,Delhi,North,Friday
19/12/2014,Max  Rodgers,Nestle Rolo Potz,12,304,3648,Nagpur,West,Friday
19/12/2014,Brooke  Horton,Nestle Kit Kat Cone,1,119,119,Nainital,North,Friday
19/12/2014,Salvador  Bass,Nestle Aero Mint Potz,5,413,2065,Goa,West,Friday
19/12/2014,Johanna  Boone,Nestle Milky Bar Stick,2,131,262,Mysore,South,Friday
19/12/2014,Ernest  Davis,Nestle Fab,1,195,195,Mumbai,West,Friday
19/12/2014,Mable  Lindsey,Nestle Rowntree Fruit Pastil,1,416,416,Ahmedabad,West,Friday
19/12/2014,Brooke  Horton,Nestle Toffee Crumble,2,367,734,Nainital,North,Friday
19/12/2014,Andrew  Meyer,Nestle Rowntree Fruit Pastil,3,439,1317,Mumbai,West,Friday
19/12/2014,Arturo  Francis,Nestle Kit Kat Cone,1,422,422,Ranchi,East,Friday
19/12/2014,Robert  Munoz,Nestle Nobbly Bobbly,3,180,540,Delhi,North,Friday
19/12/2014,Colleen  Warren,Nestle Toffee Crumble,2,332,664,Ahmedabad,West,Friday
19/12/2014,Sandra  Floyd,Nestle Rowntree Fruit Pastil,1,466,466,Nainital,North,Friday
19/12/2014,Don  Gonzales,Nestle Fab,3,246,738,Mysore,South,Friday
19/12/2014,Marian  Hill,Nestle Aero Mint Potz,8,363,2904,Trivandrum,South,Friday
19/12/2014,Rachel  Gomez,Nestle Milky Bar Stick,24,161,3864,Delhi,North,Friday
19/12/2014,Edwin  Malone,Nestle Fab,3,465,1395,Kolkata,East,Friday
19/12/2014,Patty  Thompson,Nestle Nobbly Bobbly,1,415,415,Mumbai,West,Friday
19/12/2014,Andrew  Meyer,Nestle Milky Bar Stick,2,402,804,Mumbai,West,Friday
19/12/2014,Tracy  Reed,Nestle Toffee Crumble,1,431,431,Agra,North,Friday
19/12/2014,Max  Rodgers,Nestle Smarties Pop-Up,2,376,752,Nagpur,West,Friday
19/12/2014,Nellie  Joseph,Nestle Rowntree Fruit Pastil,3,306,918,Patna,East,Friday
19/12/2014,Lee  Mack,Nestle Toffee Crumble,3,335,1005,Delhi,North,Friday
19/12/2014,Felicia  Jennings,Nestle Smarties Pop-Up,3,136,408,Pune,West,Friday
19/12/2014,Willie  Vega,Nestle Rowntree Fruit Pastil,3,492,1476,Delhi,North,Friday
19/12/2014,Ruben  Nunez,Nestle Smarties Pop-Up,2,462,924,Ahmedabad,West,Friday
19/12/2014,Della  Jensen,Nestle Kit Kat Cone,3,171,513,Patna,East,Friday
19/12/2014,Nellie  Joseph,Nestle Rowntree Fruit Pastil,1,430,430,Patna,East,Friday
19/12/2014,Herman  Williams,Nestle Fab,11,303,3333,Darjeeling,East,Friday
19/12/2014,Ellen  Weaver,Nestle Rowntree Fruit Pastil,3,154,462,Hyderabad,South,Friday
19/12/2014,Max  Rodgers,Nestle Milky Bar Stick,2,337,674,Nagpur,West,Friday
19/12/2014,Eric  Rose,Nestle Aero Mint Potz,1,401,401,Mumbai,West,Friday
19/12/2014,Colleen  Warren,Nestle Maxibon Cookie,3,101,303,Ahmedabad,West,Friday
19/12/2014,Della  Jensen,Nestle Smarties Pop-Up,3,485,1455,Patna,East,Friday
19/12/2014,Drew  Rogers,Nestle Rowntree Fruit Pastil,3,225,675,Delhi,North,Friday
19/12/2014,Isabel  Cross,Nestle Toffee Crumble,9,246,2214,Ranchi,East,Friday
19/12/2014,Drew  Rogers,Nestle Milky Bar Stick,3,128,384,Delhi,North,Friday
19/12/2014,Shari  Silva,Nestle Kit Kat Cone,12,360,4320,Mysore,South,Friday
19/12/2014,Herman  Williams,Nestle Rowntree Fruit Pastil,1,469,469,Darjeeling,East,Friday
19/12/2014,Isabel  Cross,Nestle Rowntree Fruit Pastil,3,253,759,Ranchi,East,Friday
19/12/2014,Willie  Vega,Nestle Milky Bar Stick,2,339,678,Delhi,North,Friday
19/12/2014,Andrew  Meyer,Nestle Milky Bar Stick,3,168,504,Mumbai,West,Friday
19/12/2014,Drew  Rogers,Nestle Toffee Crumble,2,184,368,Delhi,North,Friday
19/12/2014,Bobbie  Ryan,Nestle Fab,1,118,118,Darjeeling,East,Friday
19/12/2014,Peter  Hodges,Nestle Fab,1,285,285,Shimla,North,Friday
19/12/2014,Patty  Thompson,Nestle Milky Bar Stick,2,411,822,Mumbai,West,Friday
19/12/2014,Willie  Vega,Nestle Rowntree Fruit Pastil,3,348,1044,Delhi,North,Friday
19/12/2014,Dan  Peterson,Nestle Milky Bar Stick,5,306,1530,Shimla,North,Friday
19/12/2014,Trevor  Jones,Nestle Milky Bar Stick,8,127,1016,Pune,West,Friday
19/12/2014,Beth  Tucker,Nestle Maxibon Cookie,3,236,708,Pune,West,Friday
19/12/2014,Cassandra  Franklin,Nestle Rowntree Fruit Pastil,2,372,744,Delhi,North,Friday
20/12/2014,Elvira  Bowman,Nestle Smarties Pop-Up,3,418,1254,Srinagar,North,Saturday
20/12/2014,Shari  Silva,Nestle Smarties Pop-Up,4,121,484,Mysore,South,Saturday
20/12/2014,Sonya  Mullins,Nestle Aero Mint Potz,2,182,364,Kolkata,East,Saturday
20/12/2014,Ben  Perez,Nestle Rowntree Fruit Pastil,3,402,1206,Goa,West,Saturday
20/12/2014,Paulette  Spencer,Nestle Fab,2,131,262,Hyderabad,South,Saturday
20/12/2014,Woodrow  Colon,Nestle Nobbly Bobbly,3,478,1434,Cochin,South,Saturday
20/12/2014,Trevor  Jones,Nestle Toffee Crumble,1,346,346,Pune,West,Saturday
20/12/2014,Brooke  Horton,Nestle Smarties Pop-Up,4,114,456,Nainital,North,Saturday
20/12/2014,Bobbie  Ryan,Nestle Smarties Pop-Up,2,473,946,Darjeeling,East,Saturday
20/12/2014,Robert  Munoz,Nestle Fab,1,488,488,Delhi,North,Saturday
20/12/2014,Blake  Bridges,Nestle Nobbly Bobbly,3,399,1197,Cochin,South,Saturday
20/12/2014,Carla  Mccormick,Nestle Rowntree Screamers,3,228,684,Varanasi,North,Saturday
20/12/2014,Edwin  Malone,Nestle Milky Bar Stick,1,311,311,Kolkata,East,Saturday
20/12/2014,Pauline  Beck,Nestle Fab,1,497,497,Pune,West,Saturday
20/12/2014,Rachel  Gomez,Nestle Milky Bar Stick,3,229,687,Delhi,North,Saturday
20/12/2014,Lynette  Brewer,Nestle Kit Kat Cone,1,418,418,Varanasi,North,Saturday
20/12/2014,Drew  Rogers,Nestle Fab,2,113,226,Delhi,North,Saturday
20/12/2014,Iris  Underwood,Nestle Milky Bar Stick,2,451,902,Pune,West,Saturday
20/12/2014,Robert  Munoz,Nestle Aero Mint Potz,1,232,232,Delhi,North,Saturday
20/12/2014,Jaime  Pearson,Nestle Fab,2,247,494,Jodhpur,North,Saturday
20/12/2014,Lynette  Brewer,Nestle Rowntree Fruit Pastil,3,429,1287,Varanasi,North,Saturday
20/12/2014,Christina  Fuller,Nestle Aero Mint Potz,2,174,348,Nagpur,West,Saturday
20/12/2014,Mable  Lindsey,Nestle Nobbly Bobbly,2,218,436,Ahmedabad,West,Saturday
20/12/2014,Paulette  Spencer,Nestle Fab,2,298,596,Hyderabad,South,Saturday
20/12/2014,Lee  Mack,Nestle Milky Bar Stick,3,196,588,Delhi,North,Saturday
20/12/2014,Bethany  Pena,Nestle Aero Mint Potz,3,181,543,Nagpur,West,Saturday
20/12/2014,Sonya  Mullins,Nestle Smarties Pop-Up,3,428,1284,Kolkata,East,Saturday
20/12/2014,Christy  Olson,Nestle Maxibon Cookie,19,118,2242,Surat,West,Saturday
20/12/2014,Max  Rodgers,Nestle Rolo Potz,22,218,4796,Nagpur,West,Saturday
20/12/2014,Jaime  Pearson,Nestle Rolo Potz,2,259,518,Jodhpur,North,Saturday
20/12/2014,Andrew  Meyer,Nestle Maxibon Cookie,3,388,1164,Mumbai,West,Saturday
20/12/2014,Drew  Rogers,Nestle Rowntree Fruit Pastil,3,116,348,Delhi,North,Saturday
20/12/2014,Beth  Tucker,Nestle Milky Bar Stick,1,377,377,Pune,West,Saturday
20/12/2014,Brooke  Horton,Nestle Rowntree Fruit Pastil,24,115,2760,Nainital,North,Saturday
20/12/2014,Salvador  Bass,Nestle Aero Mint Potz,3,200,600,Goa,West,Saturday
20/12/2014,Cindy  Becker,Nestle Maxibon Cookie,2,468,936,Bangalore,South,Saturday
20/12/2014,Cassandra  Franklin,Nestle Smarties Pop-Up,4,247,988,Delhi,North,Saturday
20/12/2014,Max  Rodgers,Nestle Toffee Crumble,9,128,1152,Nagpur,West,Saturday
20/12/2014,Lee  Mack,Nestle Rowntree Fruit Pastil,2,233,466,Delhi,North,Saturday
20/12/2014,Shari  Silva,Nestle Smarties Pop-Up,1,293,293,Mysore,South,Saturday
20/12/2014,Robert  Munoz,Nestle Aero Mint Potz,17,412,7004,Delhi,North,Saturday
20/12/2014,Ernest  Davis,Nestle Smarties Pop-Up,4,184,736,Mumbai,West,Saturday
20/12/2014,Cassandra  Franklin,Nestle Milky Bar Stick,2,305,610,Delhi,North,Saturday
20/12/2014,Salvador  Bass,Nestle Maxibon Cookie,1,359,359,Goa,West,Saturday
20/12/2014,Shari  Silva,Nestle Toffee Crumble,3,436,1308,Mysore,South,Saturday
20/12/2014,Lynette  Brewer,Nestle Fab,1,134,134,Varanasi,North,Saturday
20/12/2014,Ernest  Davis,Nestle Smarties Pop-Up,2,438,876,Mumbai,West,Saturday
20/12/2014,Sylvester  Morales,Nestle Kit Kat Cone,3,219,657,Mumbai,West,Saturday
20/12/2014,Elbert  Klein,Nestle Nobbly Bobbly,1,485,485,Cochin,South,Saturday
20/12/2014,Salvador  Bass,Nestle Rowntree Screamers,2,296,592,Goa,West,Saturday
21/12/2014,Christina  Fuller,Nestle Milky Bar Stick,2,253,506,Nagpur,West,Sunday
21/12/2014,Rachel  Gomez,Nestle Rolo Potz,8,112,896,Delhi,North,Sunday
21/12/2014,Paulette  Spencer,Nestle Aero Mint Potz,2,170,340,Hyderabad,South,Sunday
21/12/2014,Sandra  Floyd,Nestle Rowntree Screamers,3,170,510,Nainital,North,Sunday
21/12/2014,Woodrow  Colon,Nestle Rolo Potz,3,213,639,Cochin,South,Sunday
21/12/2014,Austin  Reynolds,Nestle Smarties Pop-Up,2,283,566,Kolkata,East,Sunday
21/12/2014,Shari  Silva,Nestle Smarties Pop-Up,9,496,4464,Mysore,South,Sunday
21/12/2014,Della  Jensen,Nestle Aero Mint Potz,3,259,777,Patna,East,Sunday
21/12/2014,Peter  Hodges,Nestle Milky Bar Stick,2,189,378,Shimla,North,Sunday
21/12/2014,Trevor  Jones,Nestle Smarties Pop-Up,3,213,639,Pune,West,Sunday
21/12/2014,Beth  Tucker,Nestle Aero Mint Potz,2,289,578,Pune,West,Sunday
21/12/2014,Ben  Perez,Nestle Smarties Pop-Up,1,406,406,Goa,West,Sunday
21/12/2014,Felicia  Jennings,Nestle Rowntree Screamers,13,232,3016,Pune,West,Sunday
21/12/2014,Ellen  Weaver,Nestle Milky Bar Stick,2,450,900,Hyderabad,South,Sunday
21/12/2014,Tiffany  May,Nestle Toffee Crumble,2,115,230,Agra,North,Sunday
21/12/2014,Billie  Chandler,Nestle Kit Kat Cone,2,344,688,Surat,West,Sunday
21/12/2014,Tracy  Reed,Nestle Rowntree Fruit Pastil,2,261,522,Agra,North,Sunday
21/12/2014,Cassandra  Franklin,Nestle Toffee Crumble,1,463,463,Delhi,North,Sunday
21/12/2014,Herman  Williams,Nestle Milky Bar Stick,2,248,496,Darjeeling,East,Sunday
21/12/2014,Bobbie  Ryan,Nestle Smarties Pop-Up,12,121,1452,Darjeeling,East,Sunday
21/12/2014,Trevor  Jones,Nestle Smarties Pop-Up,3,421,1263,Pune,West,Sunday
21/12/2014,Andrew  Meyer,Nestle Rowntree Fruit Pastil,2,276,552,Mumbai,West,Sunday
21/12/2014,Cindy  Becker,Nestle Fab,1,182,182,Bangalore,South,Sunday
21/12/2014,Salvador  Bass,Nestle Maxibon Cookie,2,381,762,Goa,West,Sunday
21/12/2014,Pauline  Beck,Nestle Milky Bar Stick,1,400,400,Pune,West,Sunday
21/12/2014,Edwin  Malone,Nestle Toffee Crumble,2,210,420,Kolkata,East,Sunday
21/12/2014,Rachel  Gomez,Nestle Milky Bar Stick,3,296,888,Delhi,North,Sunday
21/12/2014,Herman  Williams,Nestle Rowntree Fruit Pastil,2,286,572,Darjeeling,East,Sunday
21/12/2014,Lula  Daniels,Nestle Aero Mint Potz,2,292,584,Nainital,North,Sunday
21/12/2014,Johanna  Boone,Nestle Smarties Pop-Up,2,470,940,Mysore,South,Sunday
21/12/2014,Charlie  Wood,Nestle Smarties Pop-Up,2,378,756,Agra,North,Sunday
21/12/2014,Ruben  Nunez,Nestle Kit Kat Cone,3,200,600,Ahmedabad,West,Sunday
21/12/2014,Isabel  Cross,Nestle Kit Kat Cone,2,499,998,Ranchi,East,Sunday
21/12/2014,Jaime  Pearson,Nestle Milky Bar Stick,3,210,630,Jodhpur,North,Sunday
21/12/2014,Sandra  Floyd,Nestle Rowntree Screamers,3,226,678,Nainital,North,Sunday
21/12/2014,Cindy  Becker,Nestle Smarties Pop-Up,3,127,381,Bangalore,South,Sunday
21/12/2014,Isabel  Cross,Nestle Aero Mint Potz,3,214,642,Ranchi,East,Sunday
21/12/2014,Sandra  Floyd,Nestle Smarties Pop-Up,2,394,788,Nainital,North,Sunday
21/12/2014,Jenny  Garcia,Nestle Toffee Crumble,2,111,222,Shimla,North,Sunday
21/12/2014,Robert  Munoz,Nestle Maxibon Cookie,12,402,4824,Delhi,North,Sunday
21/12/2014,Della  Jensen,Nestle Aero Mint Potz,1,334,334,Patna,East,Sunday
21/12/2014,Trevor  Jones,Nestle Rowntree Fruit Pastil,3,242,726,Pune,West,Sunday
21/12/2014,Pauline  Beck,Nestle Rolo Potz,3,410,1230,Pune,West,Sunday
21/12/2014,Max  Rodgers,Nestle Maxibon Cookie,3,416,1248,Nagpur,West,Sunday
21/12/2014,Cassandra  Franklin,Nestle Milky Bar Stick,1,312,312,Delhi,North,Sunday
21/12/2014,Lee  Mack,Nestle Toffee Crumble,2,218,436,Delhi,North,Sunday
21/12/2014,Robert  Munoz,Nestle Smarties Pop-Up,4,175,700,Delhi,North,Sunday
21/12/2014,Salvador  Bass,Nestle Nobbly Bobbly,2,289,578,Goa,West,Sunday
21/12/2014,Billie  Chandler,Nestle Milky Bar Stick,1,138,138,Surat,West,Sunday
21/12/2014,Cindy  Becker,Nestle Aero Mint Potz,3,407,1221,Bangalore,South,Sunday
21/12/2014,Pauline  Beck,Nestle Aero Mint Potz,3,327,981,Pune,West,Sunday
21/12/2014,Cassandra  Franklin,Nestle Milky Bar Stick,2,335,670,Delhi,North,Sunday
21/12/2014,Patty  Thompson,Nestle Smarties Pop-Up,2,448,896,Mumbai,West,Sunday
21/12/2014,Arturo  Francis,Nestle Smarties Pop-Up,1,322,322,Ranchi,East,Sunday
21/12/2014,Sylvester  Morales,Nestle Rowntree Fruit Pastil,1,149,149,Mumbai,West,Sunday
21/12/2014,Felicia  Jennings,Nestle Rolo Potz,3,478,1434,Pune,West,Sunday
21/12/2014,Isabel  Cross,Nestle Kit Kat Cone,1,472,472,Ranchi,East,Sunday
21/12/2014,Allan  Ramos,Nestle Fab,2,362,724,Jodhpur,North,Sunday
21/12/2014,Dan  Peterson,Nestle Rowntree Fruit Pastil,1,492,492,Shimla,North,Sunday
21/12/2014,Cindy  Becker,Nestle Smarties Pop-Up,3,228,684,Bangalore,South,Sunday
21/12/2014,Guillermo  Potter,Nestle Milky Bar Stick,2,222,444,Nainital,North,Sunday
21/12/2014,Austin  Reynolds,Nestle Milky Bar Stick,2,426,852,Kolkata,East,Sunday
21/12/2014,Sandra  Floyd,Nestle Rowntree Fruit Pastil,16,386,6176,Nainital,North,Sunday
21/12/2014,Max  Rodgers,Nestle Maxibon Cookie,2,287,574,Nagpur,West,Sunday
21/12/2014,Blake  Bridges,Nestle Aero Mint Potz,23,391,8993,Cochin,South,Sunday
21/12/2014,Drew  Rogers,Nestle Milky Bar Stick,3,169,507,Delhi,North,Sunday
21/12/2014,Drew  Rogers,Nestle Milky Bar Stick,16,147,2352,Delhi,North,Sunday
21/12/2014,Iris  Underwood,Nestle Milky Bar Stick,1,156,156,Pune,West,Sunday
21/12/2014,Jaime  Pearson,Nestle Rolo Potz,3,219,657,Jodhpur,North,Sunday
22/12/2014,Robert  Munoz,Nestle Fab,2,208,416,Delhi,North,Monday
22/12/2014,Robert  Munoz,Nestle Smarties Pop-Up,3,254,762,Delhi,North,Monday
22/12/2014,Eric  Rose,Nestle Fab,2,162,324,Mumbai,West,Monday
22/12/2014,Brooke  Horton,Nestle Rowntree Fruit Pastil,2,480,960,Nainital,North,Monday
22/12/2014,Christy  Olson,Nestle Fab,11,391,4301,Surat,West,Monday
22/12/2014,Allan  Ramos,Nestle Smarties Pop-Up,3,469,1407,Jodhpur,North,Monday
22/12/2014,Ruben  Nunez,Nestle Fab,3,151,453,Ahmedabad,West,Monday
22/12/2014,Lula  Daniels,Nestle Smarties Pop-Up,1,391,391,Nainital,North,Monday
22/12/2014,Brooke  Horton,Nestle Smarties Pop-Up,3,432,1296,Nainital,North,Monday
22/12/2014,Lance  Yates,Nestle Rowntree Fruit Pastil,5,235,1175,Srinagar,North,Monday
22/12/2014,Kyle  Carr,Nestle Toffee Crumble,1,225,225,Delhi,North,Monday
22/12/2014,Ernest  Davis,Nestle Aero Mint Potz,1,187,187,Mumbai,West,Monday
22/12/2014,Ruben  Nunez,Nestle Rowntree Fruit Pastil,2,391,782,Ahmedabad,West,Monday
22/12/2014,Elaine  Ellis,Nestle Smarties Pop-Up,1,328,328,Hyderabad,South,Monday
22/12/2014,Eric  Rose,Nestle Fab,3,353,1059,Mumbai,West,Monday
22/12/2014,Jenny  Garcia,Nestle Aero Mint Potz,2,392,784,Shimla,North,Monday
22/12/2014,Lynette  Brewer,Nestle Milky Bar Stick,2,280,560,Varanasi,North,Monday
22/12/2014,Rachel  Gomez,Nestle Toffee Crumble,2,455,910,Delhi,North,Monday
22/12/2014,Lynette  Brewer,Nestle Milky Bar Stick,7,431,3017,Varanasi,North,Monday
22/12/2014,Elbert  Klein,Nestle Smarties Pop-Up,1,292,292,Cochin,South,Monday
22/12/2014,Donna  Reid,Nestle Aero Mint Potz,2,393,786,Goa,West,Monday
22/12/2014,Sylvester  Morales,Nestle Milky Bar Stick,2,271,542,Mumbai,West,Monday
22/12/2014,Cecilia  Manning,Nestle Smarties Pop-Up,3,203,609,Trivandrum,South,Monday
22/12/2014,Lula  Daniels,Nestle Smarties Pop-Up,3,424,1272,Nainital,North,Monday
22/12/2014,Edwin  Malone,Nestle Aero Mint Potz,2,297,594,Kolkata,East,Monday
22/12/2014,Trevor  Jones,Nestle Fab,1,185,185,Pune,West,Monday
22/12/2014,Elaine  Ellis,Nestle Rowntree Fruit Pastil,3,315,945,Hyderabad,South,Monday
22/12/2014,Rachel  Gomez,Nestle Aero Mint Potz,3,318,954,Delhi,North,Monday
22/12/2014,Eddie  Green,Nestle Smarties Pop-Up,1,435,435,Durgapur,East,Monday
22/12/2014,Salvador  Bass,Nestle Aero Mint Potz,1,112,112,Goa,West,Monday
22/12/2014,Donna  Reid,Nestle Smarties Pop-Up,2,479,958,Goa,West,Monday
22/12/2014,Salvador  Bass,Nestle Fab,1,249,249,Goa,West,Monday
22/12/2014,Tiffany  May,Nestle Smarties Pop-Up,1,115,115,Agra,North,Monday
22/12/2014,Della  Jensen,Nestle Fab,3,151,453,Patna,East,Monday
22/12/2014,Salvador  Bass,Nestle Milky Bar Stick,2,410,820,Goa,West,Monday
22/12/2014,Cindy  Becker,Nestle Smarties Pop-Up,2,103,206,Bangalore,South,Monday
22/12/2014,Lee  Mack,Nestle Toffee Crumble,18,475,8550,Delhi,North,Monday
22/12/2014,Max  Rodgers,Nestle Fab,1,494,494,Nagpur,West,Monday
22/12/2014,Robert  Munoz,Nestle Aero Mint Potz,1,120,120,Delhi,North,Monday
22/12/2014,Bethany  Pena,Nestle Aero Mint Potz,2,380,760,Nagpur,West,Monday
22/12/2014,Ruben  Nunez,Nestle Milky Bar Stick,2,224,448,Ahmedabad,West,Monday
22/12/2014,Fernando  Rowe,Nestle Maxibon Cookie,3,284,852,Ahmedabad,West,Monday
22/12/2014,Beth  Tucker,Nestle Kit Kat Cone,3,147,441,Pune,West,Monday
22/12/2014,Sylvester  Morales,Nestle Smarties Pop-Up,1,285,285,Mumbai,West,Monday
22/12/2014,Della  Jensen,Nestle Nobbly Bobbly,1,493,493,Patna,East,Monday
22/12/2014,Bethany  Pena,Nestle Fab,2,426,852,Nagpur,West,Monday
22/12/2014,Elvira  Bowman,Nestle Rowntree Fruit Pastil,2,484,968,Srinagar,North,Monday
22/12/2014,Rachel  Gomez,Nestle Aero Mint Potz,1,151,151,Delhi,North,Monday
22/12/2014,Trevor  Jones,Nestle Milky Bar Stick,18,108,1944,Pune,West,Monday
22/12/2014,Donna  Reid,Nestle Rowntree Fruit Pastil,3,357,1071,Goa,West,Monday
22/12/2014,Bethany  Pena,Nestle Aero Mint Potz,3,167,501,Nagpur,West,Monday
22/12/2014,Pauline  Beck,Nestle Fab,2,448,896,Pune,West,Monday
22/12/2014,Jenny  Garcia,Nestle Milky Bar Stick,2,416,832,Shimla,North,Monday
22/12/2014,Cecilia  Manning,Nestle Rowntree Fruit Pastil,1,204,204,Trivandrum,South,Monday
22/12/2014,Peter  Hodges,Nestle Milky Bar Stick,1,484,484,Shimla,North,Monday
22/12/2014,Ernest  Davis,Nestle Rowntree Fruit Pastil,2,390,780,Mumbai,West,Monday
22/12/2014,Charlie  Wood,Nestle Nobbly Bobbly,1,280,280,Agra,North,Monday
22/12/2014,Lance  Yates,Nestle Fab,1,278,278,Srinagar,North,Monday
22/12/2014,Bethany  Pena,Nestle Toffee Crumble,3,473,1419,Nagpur,West,Monday
22/12/2014,Lula  Daniels,Nestle Rowntree Screamers,11,397,4367,Nainital,North,Monday
22/12/2014,Billie  Chandler,Nestle Rowntree Fruit Pastil,2,199,398,Surat,West,Monday
22/12/2014,Allan  Ramos,Nestle Fab,3,306,918,Jodhpur,North,Monday
22/12/2014,Herman  Williams,Nestle Maxibon Cookie,2,142,284,Darjeeling,East,Monday
22/12/2014,Lance  Yates,Nestle Aero Mint Potz,3,335,1005,Srinagar,North,Monday
22/12/2014,Della  Jensen,Nestle Kit Kat Cone,3,314,942,Patna,East,Monday
23/12/2014,Beth  Tucker,Nestle Rowntree Fruit Pastil,3,116,348,Pune,West,Tuesday
23/12/2014,Lula  Daniels,Nestle Fab,3,343,1029,Nainital,North,Tuesday
23/12/2014,Andrew  Meyer,Nestle Toffee Crumble,3,210,630,Mumbai,West,Tuesday
23/12/2014,Rachel  Gomez,Nestle Aero Mint Potz,3,369,1107,Delhi,North,Tuesday
23/12/2014,Ivan  Adkins,Nestle Aero Mint Potz,2,344,688,Mumbai,West,Tuesday
23/12/2014,Trevor  Jones,Nestle Fab,1,215,215,Pune,West,Tuesday
23/12/2014,Cassandra  Franklin,Nestle Fab,3,386,1158,Delhi,North,Tuesday
23/12/2014,Cindy  Becker,Nestle Toffee Crumble,3,168,504,Bangalore,South,Tuesday
23/12/2014,Marian  Hill,Nestle Fab,2,351,702,Trivandrum,South,Tuesday
23/12/2014,Ernest  Davis,Nestle Smarties Pop-Up,2,451,902,Mumbai,West,Tuesday
23/12/2014,Ellen  Weaver,Nestle Milky Bar Stick,2,382,764,Hyderabad,South,Tuesday
23/12/2014,Cassandra  Franklin,Nestle Rolo Potz,3,374,1122,Delhi,North,Tuesday
23/12/2014,Eddie  Green,Nestle Rolo Potz,4,325,1300,Durgapur,East,Tuesday
23/12/2014,Joey  Wong,Nestle Aero Mint Potz,1,428,428,Goa,West,Tuesday
23/12/2014,Lorraine  Gibson,Nestle Maxibon Cookie,1,275,275,Kolkata,East,Tuesday
23/12/2014,Jenny  Garcia,Nestle Toffee Crumble,3,223,669,Shimla,North,Tuesday
23/12/2014,Isabel  Cross,Nestle Aero Mint Potz,2,119,238,Ranchi,East,Tuesday
23/12/2014,Guillermo  Potter,Nestle Smarties Pop-Up,2,205,410,Nainital,North,Tuesday
23/12/2014,Lance  Yates,Nestle Milky Bar Stick,24,456,10944,Srinagar,North,Tuesday
23/12/2014,Max  Rodgers,Nestle Toffee Crumble,2,173,346,Nagpur,West,Tuesday
23/12/2014,Austin  Reynolds,Nestle Maxibon Cookie,15,189,2835,Kolkata,East,Tuesday
23/12/2014,Elaine  Ellis,Nestle Fab,3,407,1221,Hyderabad,South,Tuesday
23/12/2014,Max  Rodgers,Nestle Toffee Crumble,3,126,378,Nagpur,West,Tuesday
23/12/2014,Trevor  Jones,Nestle Rolo Potz,12,263,3156,Pune,West,Tuesday
23/12/2014,Jenny  Garcia,Nestle Aero Mint Potz,11,142,1562,Shimla,North,Tuesday
23/12/2014,Christina  Fuller,Nestle Kit Kat Cone,2,491,982,Nagpur,West,Tuesday
23/12/2014,Ellen  Weaver,Nestle Kit Kat Cone,1,159,159,Hyderabad,South,Tuesday
23/12/2014,Ernest  Davis,Nestle Milky Bar Stick,3,290,870,Mumbai,West,Tuesday
23/12/2014,Tiffany  May,Nestle Fab,3,186,558,Agra,North,Tuesday
23/12/2014,Sonya  Mullins,Nestle Milky Bar Stick,2,165,330,Kolkata,East,Tuesday
23/12/2014,Drew  Rogers,Nestle Milky Bar Stick,3,403,1209,Delhi,North,Tuesday
23/12/2014,Bobbie  Ryan,Nestle Rowntree Fruit Pastil,3,284,852,Darjeeling,East,Tuesday
23/12/2014,Joey  Wong,Nestle Rowntree Screamers,1,168,168,Goa,West,Tuesday
23/12/2014,Cecilia  Manning,Nestle Fab,3,483,1449,Trivandrum,South,Tuesday
23/12/2014,Jenny  Garcia,Nestle Rolo Potz,3,381,1143,Shimla,North,Tuesday
23/12/2014,Donna  Reid,Nestle Rowntree Fruit Pastil,3,319,957,Goa,West,Tuesday
23/12/2014,Iris  Underwood,Nestle Toffee Crumble,3,469,1407,Pune,West,Tuesday
23/12/2014,Arturo  Francis,Nestle Smarties Pop-Up,3,169,507,Ranchi,East,Tuesday
23/12/2014,Kyle  Carr,Nestle Kit Kat Cone,3,327,981,Delhi,North,Tuesday
23/12/2014,Drew  Rogers,Nestle Aero Mint Potz,3,482,1446,Delhi,North,Tuesday
23/12/2014,Brooke  Horton,Nestle Milky Bar Stick,3,445,1335,Nainital,North,Tuesday
23/12/2014,Max  Rodgers,Nestle Maxibon Cookie,4,217,868,Nagpur,West,Tuesday
23/12/2014,Colleen  Warren,Nestle Toffee Crumble,2,329,658,Ahmedabad,West,Tuesday
23/12/2014,Robert  Munoz,Nestle Fab,3,486,1458,Delhi,North,Tuesday
23/12/2014,Lee  Mack,Nestle Fab,3,321,963,Delhi,North,Tuesday
23/12/2014,Bobbie  Ryan,Nestle Rowntree Screamers,3,469,1407,Darjeeling,East,Tuesday
24/12/2014,Max  Rodgers,Nestle Smarties Pop-Up,2,146,292,Nagpur,West,Wednesday
24/12/2014,Lorraine  Gibson,Nestle Fab,25,281,7025,Kolkata,East,Wednesday
24/12/2014,Drew  Rogers,Nestle Aero Mint Potz,8,448,3584,Delhi,North,Wednesday
24/12/2014,Cindy  Becker,Nestle Toffee Crumble,1,267,267,Bangalore,South,Wednesday
